t,date,id,s,count,P_hat_tj,exp_P_hat_tj,exp_P_hat_tj_minus1,k,M,kM,qhat,sigmahat,Vn,plim_Vn,A_n,B_n,L_t_j,Chi_t_j,Xihat,sign_level,betastar,Jump_indicator
2019-04-17T03:34:26Z,2019-04-17,okex,btcusd,12867,8.55301389870202,5182.34999155802,5182.44998142658,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-1.9294124117053e-05,-0.045953856957831,-0.882568641127147,0.1,2.25036732731245,0
2019-04-17T03:35:15Z,2019-04-17,okex,btcusd,12916,8.55334669841498,5184.07496316679,5182.34999155802,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000332799712962739,0.792647041778897,-0.689470175445973,0.1,2.25036732731245,0
2019-04-17T03:36:04Z,2019-04-17,okex,btcusd,12965,8.55342868055695,5184.49998215813,5184.07496316679,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,8.19821419657529e-05,0.19526129313437,-0.843957016665369,0.1,2.25036732731245,0
2019-04-17T03:36:53Z,2019-04-17,okex,btcusd,13014,8.55337081111636,5184.19996672541,5184.49998215813,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-5.78694405817259e-05,-0.137830770580143,-0.858808827307175,0.1,2.25036732731245,0
2019-04-17T03:37:42Z,2019-04-17,okex,btcusd,13063,8.55318754926672,5183.2499877007,5184.19996672541,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000183261849644012,-0.436484640260248,-0.781575493486413,0.1,2.25036732731245,0
2019-04-17T03:38:31Z,2019-04-17,okex,btcusd,13112,8.55304284319293,5182.49999421114,5183.2499877007,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000144706073786693,-0.344654267557327,-0.80532327159974,0.1,2.25036732731245,0
2019-04-17T03:39:19Z,2019-04-17,okex,btcusd,13160,8.55294636019107,5181.99999517561,5182.49999421114,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-9.6483001868819e-05,-0.22979877396057,-0.835025457235601,0.1,2.25036732731245,0
2019-04-17T03:40:08Z,2019-04-17,okex,btcusd,13209,8.55295600702029,5182.04998528575,5181.99999517561,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,9.64682922877103e-06,0.0229763739357181,-0.888510729265862,0.1,2.25036732731245,0
2019-04-17T03:40:57Z,2019-04-17,okex,btcusd,13258,8.55282572994876,5181.37492696238,5182.04998528575,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.0001302770715359,-0.310287933980612,-0.814210571523793,0.1,2.25036732731245,0
2019-04-17T03:41:46Z,2019-04-17,okex,btcusd,13307,8.55279678741416,5181.22496700939,5181.37492696238,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-2.8942534601839e-05,-0.0689339970563605,-0.87662586585563,0.1,2.25036732731245,0
2019-04-17T03:42:35Z,2019-04-17,okex,btcusd,13356,8.55268580921499,5180.64999589831,5181.22496700939,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000110978199163725,-0.264322767847233,-0.826097385593568,0.1,2.25036732731245,0
2019-04-17T03:43:24Z,2019-04-17,okex,btcusd,13405,8.55259894193829,5180.19998648746,5180.64999589831,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-8.68672766998202e-05,-0.206896482243092,-0.840948100539608,0.1,2.25036732731245,0
2019-04-17T03:44:13Z,2019-04-17,okex,btcusd,13454,8.55283056267517,5181.39996719034,5180.19998648746,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000231620736876437,0.551663612523342,-0.75178965470436,0.1,2.25036732731245,0
2019-04-17T03:45:02Z,2019-04-17,okex,btcusd,13503,8.55310555112199,5182.82498824287,5181.39996719034,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000274988446822277,0.654954828405925,-0.725078047164981,0.1,2.25036732731245,0
2019-04-17T03:45:51Z,2019-04-17,okex,btcusd,13552,8.55338043933895,5184.24988159692,5182.82498824287,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000274888216958757,0.654716105529304,-0.725139782054405,0.1,2.25036732731245,0
2019-04-17T03:46:40Z,2019-04-17,okex,btcusd,13601,8.55338528238342,5184.27498921043,5184.24988159692,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,4.84304446857209e-06,0.0115349404512471,-0.891469539250949,0.1,2.25036732731245,0
2019-04-17T03:47:29Z,2019-04-17,okex,btcusd,13650,8.55342386011893,5184.47499065757,5184.27498921043,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,3.85777355145223e-05,0.0918826752039248,-0.87069122679666,0.1,2.25036732731245,0
2019-04-17T03:48:18Z,2019-04-17,okex,btcusd,13699,8.55335634989574,5184.12499740801,5184.47499065757,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-6.7510223193068e-05,-0.160792742960718,-0.85287075029531,0.1,2.25036732731245,0
2019-04-17T03:49:07Z,2019-04-17,okex,btcusd,13748,8.55347208068374,5184.72499499745,5184.12499740801,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.00011573078799465,0.27564226522326,-0.823170108875331,0.1,2.25036732731245,0
2019-04-17T03:49:55Z,2019-04-17,okex,btcusd,13796,8.5536601109812,5185.69997204027,5184.72499499745,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000188030297465502,0.447841909850215,-0.778638448691133,0.1,2.25036732731245,0
2019-04-17T03:50:44Z,2019-04-17,okex,btcusd,13845,8.55577901358945,5196.69961470695,5185.69997204027,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.0021189026082542,5.0467047260895,0.410649697693663,0.1,2.25036732731245,0
2019-04-17T03:51:33Z,2019-04-17,okex,btcusd,13894,8.55588491440842,5197.24997859357,5196.69961470695,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000105900818969218,0.25222969734746,-0.829224712059578,0.1,2.25036732731245,0
2019-04-17T03:52:22Z,2019-04-17,okex,btcusd,13943,8.55563474768848,5195.94996223087,5197.24997859357,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000250166719947487,-0.59583558156526,-0.740366570067322,0.1,2.25036732731245,0
2019-04-17T03:53:11Z,2019-04-17,okex,btcusd,13992,8.55539895027573,5194.72491511015,5195.94996223087,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.00023579741274915,-0.56161142691748,-0.749217101833331,0.1,2.25036732731245,0
2019-04-17T03:54:00Z,2019-04-17,okex,btcusd,14041,8.55503795611818,5192.84998820494,5194.72491511015,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000360994157542649,-0.859799272446136,-0.672104284110003,0.1,2.25036732731245,0
2019-04-17T03:54:49Z,2019-04-17,okex,btcusd,14090,8.55485499677761,5191.89999470313,5192.84998820494,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000182959340577327,-0.435764138085878,-0.781761818830234,0.1,2.25036732731245,0
2019-04-17T03:55:38Z,2019-04-17,okex,btcusd,14139,8.55501868514818,5192.74991791283,5191.89999470313,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.00016368837057712,0.389865428538061,-0.793631446905859,0.1,2.25036732731245,0
2019-04-17T03:56:27Z,2019-04-17,okex,btcusd,14188,8.55530751671374,5194.24996462117,5192.74991791283,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000288831565558922,0.687925731589439,-0.716551612283451,0.1,2.25036732731245,0
2019-04-17T03:57:16Z,2019-04-17,okex,btcusd,14237,8.5560436255556,5198.07490556066,5194.24996462117,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000736108841858041,1.75323016577059,-0.441058737960479,0.1,2.25036732731245,0
2019-04-17T03:58:05Z,2019-04-17,okex,btcusd,14286,8.55696663553468,5202.87499549513,5198.07490556066,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000923009979073797,2.1983826936989,-0.325940143222465,0.1,2.25036732731245,0
2019-04-17T03:58:54Z,2019-04-17,okex,btcusd,14335,8.55702429476235,5203.17499789794,5202.87499549513,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,5.76592276750887e-05,0.137330095152552,-0.858938304392057,0.1,2.25036732731245,0
2019-04-17T03:59:43Z,2019-04-17,okex,btcusd,14384,8.55664944049928,5201.22493108675,5203.17499789794,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000374854263068158,-0.89281063398168,-0.66356738650314,0.1,2.25036732731245,0
2019-04-17T04:00:31Z,2019-04-17,okex,btcusd,14432,8.55710594428739,5203.59985200956,5201.22493108675,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000456503788111462,1.0872797154363,-0.61327674234745,0.1,2.25036732731245,0
2019-04-17T04:01:20Z,2019-04-17,okex,btcusd,14481,8.55771593928834,5206.77499021698,5203.59985200956,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000609995000946384,1.45285802291002,-0.518736425528553,0.1,2.25036732731245,0
2019-04-17T04:02:09Z,2019-04-17,okex,btcusd,14530,8.55736536696493,5204.94995893262,5206.77499021698,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000350572323407405,-0.834977027487842,-0.678523436599466,0.1,2.25036732731245,0
2019-04-17T04:02:58Z,2019-04-17,okex,btcusd,14579,8.55630807606774,5199.44972090889,5204.94995893262,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.00105729089718842,-2.51820680521437,-0.243232082566625,0.1,2.25036732731245,0
2019-04-17T04:03:47Z,2019-04-17,okex,btcusd,14628,8.55621675899152,5198.97494404036,5199.44972090889,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-9.13170762224524e-05,-0.217494809978184,-0.838207321775271,0.1,2.25036732731245,0
2019-04-17T04:04:36Z,2019-04-17,okex,btcusd,14677,8.55628408370035,5199.32497529742,5198.97494404036,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,6.73247088300855e-05,0.160350893387843,-0.852985014729911,0.1,2.25036732731245,0
2019-04-17T04:05:25Z,2019-04-17,okex,btcusd,14726,8.55609653944656,5198.34996320652,5199.32497529742,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000187544253792638,-0.44668427339662,-0.778937819071832,0.1,2.25036732731245,0
2019-04-17T04:06:14Z,2019-04-17,okex,btcusd,14775,8.556510053331,5200.49999759639,5198.34996320652,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000413513884440775,0.984888341154245,-0.639755646500821,0.1,2.25036732731245,0
2019-04-17T04:07:03Z,2019-04-17,okex,btcusd,14824,8.55646678655009,5200.27499357001,5200.49999759639,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-4.32667809100451e-05,-0.10305082774961,-0.867803088582861,0.1,2.25036732731245,0
2019-04-17T04:07:52Z,2019-04-17,okex,btcusd,14873,8.55644274878192,5200.14999206769,5200.27499357001,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-2.40377681670623e-05,-0.0572520500662875,-0.879646873795448,0.1,2.25036732731245,0
2019-04-17T04:08:41Z,2019-04-17,okex,btcusd,14922,8.55651485154884,5200.5249507881,5200.14999206769,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,7.21027669126073e-05,0.171731052255296,-0.85004205065687,0.1,2.25036732731245,0
2019-04-17T04:09:30Z,2019-04-17,okex,btcusd,14971,8.55694741529962,5202.77499597578,5200.5249507881,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000432563750786485,1.03026043619238,-0.628022203482047,0.1,2.25036732731245,0
2019-04-17T04:10:19Z,2019-04-17,okex,btcusd,15020,8.55701948804139,5203.14998774775,5202.77499597578,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,7.20727417728995e-05,0.171659539759216,-0.85006054413391,0.1,2.25036732731245,0
2019-04-17T04:11:07Z,2019-04-17,okex,btcusd,15068,8.55702428848265,5203.17496522356,5203.14998774775,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,4.8004412569469e-06,0.0114334700822844,-0.891495779978676,0.1,2.25036732731245,0
2019-04-17T04:11:56Z,2019-04-17,okex,btcusd,15117,8.55663983528068,5201.17497242424,5203.17496522356,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000384453201967006,-0.915672944933371,-0.657655082418357,0.1,2.25036732731245,0
2019-04-17T04:12:45Z,2019-04-17,okex,btcusd,15166,8.55657254496498,5200.82499549346,5201.17497242424,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-6.72903157070692e-05,-0.160268977430123,-0.853006198592402,0.1,2.25036732731245,0
2019-04-17T04:13:34Z,2019-04-17,okex,btcusd,15215,8.55548558185044,5195.17496180359,5200.82499549346,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.00108696311453826,-2.58887872706187,-0.224955982083987,0.1,2.25036732731245,0
2019-04-17T04:14:23Z,2019-04-17,okex,btcusd,15264,8.55485016243085,5191.87489531889,5195.17496180359,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000635419419589667,-1.51341273327061,-0.503076684823675,0.1,2.25036732731245,0
2019-04-17T04:15:12Z,2019-04-17,okex,btcusd,15313,8.55446007062026,5189.84998241727,5191.87489531889,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.0003900918105888,-0.92910272347502,-0.654182076793628,0.1,2.25036732731245,0
2019-04-17T04:16:01Z,2019-04-17,okex,btcusd,15362,8.55423364339385,5188.67499211019,5189.84998241727,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000226427226410308,-0.539293948286626,-0.754988509647269,0.1,2.25036732731245,0
2019-04-17T04:16:50Z,2019-04-17,okex,btcusd,15411,8.55483573628428,5191.7999971109,5188.67499211019,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000602092890424899,1.43403713970401,-0.523603596869773,0.1,2.25036732731245,0
2019-04-17T04:17:39Z,2019-04-17,okex,btcusd,15460,8.55452267484951,5190.17489914583,5191.7999971109,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000313061434763284,-0.745635319066389,-0.701627634104163,0.1,2.25036732731245,0
2019-04-17T04:18:28Z,2019-04-17,okex,btcusd,15509,8.55456122218918,5190.37497043668,5190.17489914583,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,3.85473396669056e-05,0.0918102797728074,-0.870709948604968,0.1,2.25036732731245,0
2019-04-17T04:19:17Z,2019-04-17,okex,btcusd,15558,8.55438299673028,5189.44999590516,5190.37497043668,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000178225458901338,-0.424489196550625,-0.784677573192749,0.1,2.25036732731245,0
2019-04-17T04:20:06Z,2019-04-17,okex,btcusd,15607,8.55432517163128,5189.14992412131,5189.44999590516,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-5.78250990006524e-05,-0.137725159842823,-0.858836138754166,0.1,2.25036732731245,0
2019-04-17T04:20:55Z,2019-04-17,okex,btcusd,15656,8.55440226659512,5189.54999686871,5189.14992412131,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,7.70949638475571e-05,0.183621237187362,-0.846967191379029,0.1,2.25036732731245,0
2019-04-17T04:21:43Z,2019-04-17,okex,btcusd,15704,8.5543685432177,5189.37499066639,5189.54999686871,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-3.372337742924e-05,-0.08032078850102,-0.873681186566074,0.1,2.25036732731245,0
2019-04-17T04:22:32Z,2019-04-17,okex,btcusd,15753,8.55425291158735,5188.77496946713,5189.37499066639,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000115631630345447,-0.27540609609736,-0.823231183352478,0.1,2.25036732731245,0
2019-04-17T04:23:21Z,2019-04-17,okex,btcusd,15802,8.55422400038252,5188.62495789968,5188.77496946713,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-2.89112048310614e-05,-0.0688593772500348,-0.876645162898115,0.1,2.25036732731245,0
2019-04-17T04:24:10Z,2019-04-17,okex,btcusd,15851,8.55481165674886,5191.67498248414,5188.62495789968,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000587656366338507,1.3996528909654,-0.532495529741259,0.1,2.25036732731245,0
2019-04-17T04:24:59Z,2019-04-17,okex,btcusd,15900,8.55488869992865,5192.07498104165,5191.67498248414,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,7.70431797967319e-05,0.183497900318071,-0.846999086889402,0.1,2.25036732731245,0
2019-04-17T04:25:48Z,2019-04-17,okex,btcusd,15949,8.55506202489715,5192.97497526762,5192.07498104165,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000173324968491428,0.41281743399981,-0.787695947387362,0.1,2.25036732731245,0
2019-04-17T04:26:37Z,2019-04-17,okex,btcusd,15998,8.55513905259123,5193.37499356145,5192.97497526762,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,7.70276940844639e-05,0.183461017161202,-0.847008625051991,0.1,2.25036732731245,0
2019-04-17T04:27:26Z,2019-04-17,okex,btcusd,16047,8.55506202906881,5192.97499693096,5193.37499356145,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-7.7023522422337e-05,-0.183451081288317,-0.84701119451673,0.1,2.25036732731245,0
2019-04-17T04:28:15Z,2019-04-17,okex,btcusd,16096,8.55495610363508,5192.42495793412,5192.97499693096,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000105925433732779,-0.252288323658603,-0.829209551012229,0.1,2.25036732731245,0
2019-04-17T04:29:04Z,2019-04-17,okex,btcusd,16145,8.55464790846321,5190.82492420582,5192.42495793412,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000308195171864867,-0.734045078027386,-0.704624926441902,0.1,2.25036732731245,0
2019-04-17T04:29:53Z,2019-04-17,okex,btcusd,16194,8.5543396376776,5189.22499114746,5190.82492420582,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000308270785607689,-0.734225171360498,-0.704578353435733,0.1,2.25036732731245,0
2019-04-17T04:30:42Z,2019-04-17,okex,btcusd,16243,8.55429626813324,5188.99994170416,5189.22499114746,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-4.33695443664561e-05,-0.10329558502119,-0.867739793169742,0.1,2.25036732731245,0
2019-04-17T04:31:30Z,2019-04-17,okex,btcusd,16291,8.55406017449698,5187.77499644595,5188.99994170416,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000236093636260648,-0.562316958445749,-0.749034647970931,0.1,2.25036732731245,0
2019-04-17T04:32:19Z,2019-04-17,okex,btcusd,16340,8.55369868053273,5185.89998601978,5187.77499644595,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000361493964241788,-0.860989689042373,-0.67179643662602,0.1,2.25036732731245,0
2019-04-17T04:33:08Z,2019-04-17,okex,btcusd,16389,8.55363118816316,5185.54998915255,5185.89998601978,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-6.7492369572264e-05,-0.160750220028263,-0.852881746931117,0.1,2.25036732731245,0
2019-04-17T04:33:57Z,2019-04-17,okex,btcusd,16438,8.55361189515841,5185.44994527704,5185.54998915255,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-1.92930047528961e-05,-0.0459511909077922,-0.882569330580569,0.1,2.25036732731245,0
2019-04-17T04:34:46Z,2019-04-17,okex,btcusd,16487,8.55413726593388,5188.17494489084,5185.44994527704,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,0.000525370775466882,1.25130393684424,-0.570859286112046,0.1,2.25036732731245,0
2019-04-17T04:35:35Z,2019-04-17,okex,btcusd,16536,8.55390111832976,5186.94991445754,5188.17494489084,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000236147604120163,-0.562445496610084,-0.749001407380527,0.1,2.25036732731245,0
2019-04-17T04:36:24Z,2019-04-17,okex,btcusd,16585,8.55302835972937,5182.42493420485,5186.94991445754,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,-0.000872758600388934,-2.0786962723818,-0.356891630110269,0.1,2.25036732731245,0
2019-04-17T04:37:13Z,2019-04-17,okex,btcusd,16634,8.5531200219246,5182.89998842288,5182.42493420485,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,9.16621952331553e-05,0.218316798556419,-0.837994751557019,0.1,2.25036732731245,0
2019-04-17T04:38:02Z,2019-04-17,okex,btcusd,16683,8.55321649059289,5183.4,5182.89998842288,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,9.64686682944915e-05,0.22976463491283,-0.83503428575831,0.1,2.25036732731245,0
2019-04-17T04:38:51Z,2019-04-17,okex,btcusd,16732,8.5532406028283,5183.52498486783,5183.4,10,4.89218948994621,48.9218948994621,0.000147888895534379,0.000368179526362679,8.62401434202352e-07,2.16726481379374e-05,3.45876186214687,0.258604832087019,2.41122354065482e-05,0.0574294127105111,-0.87960100695862,0.1,2.25036732731245,0
