date,s,id,S,S_uncorrected,S_stdc,sigmabar,un,variancehat,Mstargg,Mstargh,Mstarhh,sign_level,pvalue,cv,Jump_indicator
2019-04-21,etcusd,,1.00329728263035,0.990516568013649,-16.1511767400302,2.17586180714336,0.00664430785247609,21.3931594930591,2.88961177231649e-10,4.3576628458478e-11,9.24598035966971e-12,0.05,1.11415768824121e-58,1.95996398454005,1
2019-04-22,etcusd,,1.44044286279584,1.43886641042686,-39.0456858980625,5.22332821831782,0.0159501860748193,1.1537049344252,1.52448525747838e-07,2.29244631747812e-08,4.78846426500579e-09,0.05,0,1.95996398454005,1
