t,date,id,s,count,P_hat_tj,exp_P_hat_tj,exp_P_hat_tj_minus1,k,M,kM,C,qhat,sigmahat,Vn,plim_Vn,A_n,B_n,L_t_j,Chi_t_j,sign_level,betastar,criticalvalue,Jump_indicator
2019-04-21T00:25:48Z,2019-04-21,,etcusd,536,1.82327180689314,6.1920846489692,6.20549981870921,9,2.97624338577308,26.7861904719577,0.0555555555555556,0.00114895233040938,1.64360400120649e-06,9.19620650957004e-06,2.64018292066479e-06,3.29269167054958,0.269756639468199,-0.00216415947976123,-2.29776957359563,0.01,4.60014922677658,4.53361246701707,0
2019-04-21T00:26:38Z,2019-04-21,,etcusd,563,1.82164172596165,6.18199927208019,6.1920846489692,9,2.97624338577308,26.7861904719577,0.0555555555555556,0.00114895233040938,1.64360400120649e-06,9.19620650957004e-06,2.64018292066479e-06,3.29269167054958,0.269756639468199,-0.00163008093149597,-1.73071827742709,0.01,4.60014922677658,4.53361246701707,0
2019-04-21T00:27:52Z,2019-04-21,,etcusd,590,1.82188429400923,6.18349900946058,6.18199927208019,9,2.97624338577308,26.7861904719577,0.0555555555555556,0.00114895233040938,1.64360400120649e-06,9.19620650957004e-06,2.64018292066479e-06,3.29269167054958,0.269756639468199,0.000242568047578828,0.257543625812005,0.01,4.60014922677658,4.53361246701707,0
2019-04-21T00:28:57Z,2019-04-21,,etcusd,617,1.82446864038541,6.19949997983708,6.18349900946058,9,2.97624338577308,26.7861904719577,0.0555555555555556,0.00114895233040938,1.64360400120649e-06,9.19620650957004e-06,2.64018292066479e-06,3.29269167054958,0.269756639468199,0.00258434637618832,2.7438978163905,0.01,4.60014922677658,4.53361246701707,0
2019-04-21T00:30:06Z,2019-04-21,,etcusd,643,1.8243879757083,6.19899991934183,6.19949997983708,9,2.97624338577308,26.7861904719577,0.0555555555555556,0.00114895233040938,1.64360400120649e-06,9.19620650957004e-06,2.64018292066479e-06,3.29269167054958,0.269756639468199,-8.06646771127628e-05,-0.0856447237215954,0.01,4.60014922677658,4.53361246701707,0
2019-04-21T00:31:34Z,2019-04-21,,etcusd,670,1.82430716787968,6.19849901185763,6.19899991934183,9,2.97624338577308,26.7861904719577,0.0555555555555556,0.00114895233040938,1.64360400120649e-06,9.19620650957004e-06,2.64018292066479e-06,3.29269167054958,0.269756639468199,-8.08078286198555e-05,-0.0857967130645657,0.01,4.60014922677658,4.53361246701707,0
2019-04-21T00:32:50Z,2019-04-21,,etcusd,697,1.82281391537348,6.18924999495092,6.19849901185763,9,2.97624338577308,26.7861904719577,0.0555555555555556,0.00114895233040938,1.64360400120649e-06,9.19620650957004e-06,2.64018292066479e-06,3.29269167054958,0.269756639468199,-0.00149325250620524,-1.585442388392,0.01,4.60014922677658,4.53361246701707,0
2019-04-21T00:33:46Z,2019-04-21,,etcusd,724,1.82205421904357,6.18454983001997,6.18924999495092,9,2.97624338577308,26.7861904719577,0.0555555555555556,0.00114895233040938,1.64360400120649e-06,9.19620650957004e-06,2.64018292066479e-06,3.29269167054958,0.269756639468199,-0.00075969632990569,-0.806598186665131,0.01,4.60014922677658,4.53361246701707,0
2019-04-21T00:34:54Z,2019-04-21,,etcusd,751,1.822126992774,6.18499991915926,6.18454983001997,9,2.97624338577308,26.7861904719577,0.0555555555555556,0.00114895233040938,1.64360400120649e-06,9.19620650957004e-06,2.64018292066479e-06,3.29269167054958,0.269756639468199,7.277373042891e-05,0.0772666086304549,0.01,4.60014922677658,4.53361246701707,0
2019-04-21T00:36:24Z,2019-04-21,,etcusd,777,1.82293507364716,6.18999991922456,6.18499991915926,9,2.97624338577308,26.7861904719577,0.0555555555555556,0.00114895233040938,1.64360400120649e-06,9.19620650957004e-06,2.64018292066479e-06,3.29269167054958,0.269756639468199,0.000808080873160311,0.85796987732032,0.01,4.60014922677658,4.53361246701707,0
