id,t,s,p,q,date
bitstamp,2020-08-14T07:20:12.689Z,ethusd,423.38,7.9,2020-08-14
bitstamp,2020-08-14T07:20:12.770Z,ethusd,423.36,2,2020-08-14
bitstamp,2020-08-14T07:20:12.814Z,ethusd,423.36,27.41579041,2020-08-14
bitstamp,2020-08-14T07:20:12.982Z,ethusd,423.36,4.72000289,2020-08-14
bitstamp,2020-08-14T07:20:12.987Z,ethusd,423.36,4.72599999,2020-08-14
bitstamp,2020-08-14T07:20:13.005Z,ethusd,423.36,0.83368416,2020-08-14
bitstamp,2020-08-14T07:20:13.028Z,ethusd,423.36,2,2020-08-14
bitstamp,2020-08-14T07:20:13.135Z,ethusd,423.36,4.65366591,2020-08-14
bitstamp,2020-08-14T07:20:13.260Z,ethusd,423.36,1.28048627,2020-08-14
bitstamp,2020-08-14T07:20:13.260Z,ethusd,423.36,0.11951373,2020-08-14
bitstamp,2020-08-14T07:20:14.540Z,ethusd,423.36,49.88048627,2020-08-14
bitstamp,2020-08-14T07:20:14.540Z,ethusd,423.36,22.77951373,2020-08-14
bitstamp,2020-08-14T07:20:16.406Z,ethusd,423.4,2.40267668,2020-08-14
bitstamp,2020-08-14T07:20:16.968Z,ethusd,423.4,3.61290001,2020-08-14
bitstamp,2020-08-14T07:20:20.581Z,ethusd,423.47,0.183,2020-08-14
bitstamp,2020-08-14T07:20:23.506Z,ethusd,423.4,13.01,2020-08-14
bitstamp,2020-08-14T07:20:25.647Z,ethusd,423.4,24.55,2020-08-14
bitstamp,2020-08-14T07:20:33.268Z,ethusd,423.4,6.42442331,2020-08-14
bitstamp,2020-08-14T07:20:33.268Z,ethusd,423.4,50,2020-08-14
bitstamp,2020-08-14T07:20:33.268Z,ethusd,423.4,49.99957669,2020-08-14
bitstamp,2020-08-14T07:20:33.337Z,ethusd,423.4,0.00042331,2020-08-14
bitstamp,2020-08-14T07:20:33.489Z,ethusd,423.36,4.76752,2020-08-14
bitstamp,2020-08-14T07:20:33.500Z,ethusd,423.36,3.3,2020-08-14
bitstamp,2020-08-14T07:20:33.617Z,ethusd,423.36,4.7184852,2020-08-14
bitstamp,2020-08-14T07:20:33.930Z,ethusd,423.36,8.41,2020-08-14
bitstamp,2020-08-14T07:20:36.557Z,ethusd,423.36,1.36048107,2020-08-14
bitstamp,2020-08-14T07:20:36.557Z,ethusd,423.19,50,2020-08-14
bitstamp,2020-08-14T07:20:36.557Z,ethusd,423.02,6.12001893,2020-08-14
bitstamp,2020-08-14T07:20:47.460Z,ethusd,423.05,3.90770955,2020-08-14
bitstamp,2020-08-14T07:20:47.953Z,ethusd,423.05,2.91390169,2020-08-14
bitstamp,2020-08-14T07:20:51.799Z,ethusd,423.05,0.40529187,2020-08-14
bitstamp,2020-08-14T07:20:52.026Z,ethusd,423.05,2.58637748,2020-08-14
bitstamp,2020-08-14T07:20:52.867Z,ethusd,423.05,0.92813973,2020-08-14
bitstamp,2020-08-14T07:20:52.966Z,ethusd,423.05,3.807,2020-08-14
bitstamp,2020-08-14T07:20:55.327Z,ethusd,423.05,0.946422,2020-08-14
bitstamp,2020-08-14T07:21:07.345Z,ethusd,423.01,2,2020-08-14
bitstamp,2020-08-14T07:21:07.345Z,ethusd,423,18.4,2020-08-14
bitstamp,2020-08-14T07:21:07.345Z,ethusd,422.95,8.274,2020-08-14
bitstamp,2020-08-14T07:21:07.345Z,ethusd,422.93,7.8255,2020-08-14
bitstamp,2020-08-14T07:21:25.463Z,ethusd,423.15,2,2020-08-14
bitstamp,2020-08-14T07:21:25.607Z,ethusd,423.15,2.20258956,2020-08-14
bitstamp,2020-08-14T07:21:25.745Z,ethusd,423.15,1.41083946,2020-08-14
bitstamp,2020-08-14T07:21:25.751Z,ethusd,423.15,3.5524802,2020-08-14
bitstamp,2020-08-14T07:21:25.753Z,ethusd,423.15,3.33010651,2020-08-14
bitstamp,2020-08-14T07:21:25.759Z,ethusd,423.15,1.41083794,2020-08-14
bitstamp,2020-08-14T07:21:25.772Z,ethusd,423.15,2.53791984,2020-08-14
bitstamp,2020-08-14T07:21:52.121Z,ethusd,422.98,17.5,2020-08-14
bitstamp,2020-08-14T07:22:09.672Z,ethusd,422.98,31.7501,2020-08-14
bitstamp,2020-08-14T07:22:21.673Z,ethusd,423.11,4.71791555,2020-08-14
bitstamp,2020-08-14T07:22:21.714Z,ethusd,423.11,4.7172762,2020-08-14
bitstamp,2020-08-14T07:22:22.291Z,ethusd,423.11,4.74349527,2020-08-14
bitstamp,2020-08-14T07:22:26.272Z,ethusd,423.11,4.7,2020-08-14
bitstamp,2020-08-14T07:22:27.974Z,ethusd,423.11,4.7,2020-08-14
bitstamp,2020-08-14T07:22:28.058Z,ethusd,423.11,1.208,2020-08-14
bitstamp,2020-08-14T07:22:28.553Z,ethusd,423.11,3.521,2020-08-14
bitstamp,2020-08-14T07:22:28.594Z,ethusd,423.11,4.7,2020-08-14
bitstamp,2020-08-14T07:22:28.597Z,ethusd,423.11,2.13409239,2020-08-14
bitstamp,2020-08-14T07:22:28.682Z,ethusd,423.11,3.25271443,2020-08-14
bitstamp,2020-08-14T07:22:31.172Z,ethusd,423.11,3.73871197,2020-08-14
bitstamp,2020-08-14T07:22:32.332Z,ethusd,423.11,1.22951996,2020-08-14
bitstamp,2020-08-14T07:22:33.117Z,ethusd,423.11,1.93727423,2020-08-14
bitstamp,2020-08-14T07:22:35.726Z,ethusd,423.07,0.39983519,2020-08-14
bitstamp,2020-08-14T07:22:35.735Z,ethusd,423.07,0.79964787,2020-08-14
bitstamp,2020-08-14T07:22:35.848Z,ethusd,423.07,0.38647134,2020-08-14
bitstamp,2020-08-14T07:22:36.370Z,ethusd,423.07,4.7153418,2020-08-14
bitstamp,2020-08-14T07:22:38.193Z,ethusd,423.07,2.8511126,2020-08-14
bitstamp,2020-08-14T07:22:49.709Z,ethusd,423.07,3.62711844,2020-08-14
bitstamp,2020-08-14T07:22:54.060Z,ethusd,423.07,32.8578,2020-08-14
bitstamp,2020-08-14T07:23:04.611Z,ethusd,423.07,4.36267276,2020-08-14
bitstamp,2020-08-14T07:23:04.611Z,ethusd,423.03,0.33222299,2020-08-14
bitstamp,2020-08-14T07:23:11.181Z,ethusd,423.03,40.1203,2020-08-14
bitstamp,2020-08-14T07:23:15.950Z,ethusd,423.03,1.08847,2020-08-14
bitstamp,2020-08-14T07:23:21.903Z,ethusd,423.03,0.47616557,2020-08-14
bitstamp,2020-08-14T07:23:24.238Z,ethusd,423.03,1.81569,2020-08-14
bitstamp,2020-08-14T07:23:24.339Z,ethusd,423.03,2.45319,2020-08-14
bitstamp,2020-08-14T07:23:27.811Z,ethusd,423.03,0.36839193,2020-08-14
bitstamp,2020-08-14T07:23:27.913Z,ethusd,423.03,1.29208561,2020-08-14
bitstamp,2020-08-14T07:23:29.875Z,ethusd,423.03,0.48979724,2020-08-14
bitstamp,2020-08-14T07:23:30.234Z,ethusd,423.03,0.52345305,2020-08-14
bitstamp,2020-08-14T07:23:39.810Z,ethusd,422.98,0.98715284,2020-08-14
bitstamp,2020-08-14T07:23:41.197Z,ethusd,422.98,0.3467,2020-08-14
bitstamp,2020-08-14T07:23:41.646Z,ethusd,422.98,16.91604716,2020-08-14
bitstamp,2020-08-14T07:23:41.646Z,ethusd,422.98,8.45941084,2020-08-14
bitstamp,2020-08-14T07:23:41.721Z,ethusd,422.98,1.984,2020-08-14
bitstamp,2020-08-14T07:23:44.920Z,ethusd,422.98,0.8383,2020-08-14
bitstamp,2020-08-14T07:23:59.827Z,ethusd,423.05,4.5986,2020-08-14
bitstamp,2020-08-14T07:24:01.914Z,ethusd,422.98,10.80539869,2020-08-14
bitstamp,2020-08-14T07:24:07.743Z,ethusd,422.98,2.67866971,2020-08-14
bitstamp,2020-08-14T07:24:07.934Z,ethusd,422.98,2.64741584,2020-08-14
bitstamp,2020-08-14T07:24:08.521Z,ethusd,422.98,4.7,2020-08-14
bitstamp,2020-08-14T07:24:12.596Z,ethusd,422.98,0.7997287,2020-08-14
bitstamp,2020-08-14T07:24:16.317Z,ethusd,422.98,1.49934885,2020-08-14
bitstamp,2020-08-14T07:24:17.479Z,ethusd,422.98,3.43141756,2020-08-14
bitstamp,2020-08-14T07:24:20.432Z,ethusd,422.98,0.39980504,2020-08-14
bitstamp,2020-08-14T07:24:21.680Z,ethusd,422.98,4.7,2020-08-14
bitstamp,2020-08-14T07:24:23.999Z,ethusd,422.98,2.67203418,2020-08-14
bitstamp,2020-08-14T07:24:24.009Z,ethusd,422.98,2.62427538,2020-08-14
bitstamp,2020-08-14T07:24:24.066Z,ethusd,422.98,1.76019521,2020-08-14
bitstamp,2020-08-14T07:24:55.772Z,ethusd,422.65,2,2020-08-14
bitstamp,2020-08-14T07:24:55.772Z,ethusd,422.64,8.281,2020-08-14
bitstamp,2020-08-14T07:24:59.216Z,ethusd,422.89,30,2020-08-14
bitstamp,2020-08-14T07:24:59.216Z,ethusd,422.91,4.72,2020-08-14
bitstamp,2020-08-14T07:24:59.681Z,ethusd,422.87,30,2020-08-14
bitstamp,2020-08-14T07:24:59.681Z,ethusd,422.91,5.63832273,2020-08-14
bitstamp,2020-08-14T07:24:59.681Z,ethusd,423.02,14.36167727,2020-08-14
bitstamp,2020-08-14T07:25:10.159Z,ethusd,422.91,4.72913858,2020-08-14
bitstamp,2020-08-14T07:25:10.159Z,ethusd,422.91,29.99086142,2020-08-14
bitstamp,2020-08-14T07:25:13.442Z,ethusd,422.92,10,2020-08-14
bitstamp,2020-08-14T07:25:13.632Z,ethusd,422.92,30,2020-08-14
bitstamp,2020-08-14T07:25:14.024Z,ethusd,422.92,50,2020-08-14
bitstamp,2020-08-14T07:25:15.799Z,ethusd,422.92,1.31072474,2020-08-14
bitstamp,2020-08-14T07:25:15.846Z,ethusd,422.92,2.29896213,2020-08-14
bitstamp,2020-08-14T07:25:15.902Z,ethusd,422.92,46.39031313,2020-08-14
bitstamp,2020-08-14T07:25:16.800Z,ethusd,422.92,2.31320958,2020-08-14
bitstamp,2020-08-14T07:25:17.528Z,ethusd,422.92,1.10036,2020-08-14
bitstamp,2020-08-14T07:25:17.531Z,ethusd,422.92,2.37117,2020-08-14
bitstamp,2020-08-14T07:25:17.666Z,ethusd,422.92,1.72315,2020-08-14
bitstamp,2020-08-14T07:25:17.712Z,ethusd,422.92,36.1,2020-08-14
bitstamp,2020-08-14T07:25:17.724Z,ethusd,422.92,1.67857953,2020-08-14
bitstamp,2020-08-14T07:25:27.460Z,ethusd,422.56,5.96277029,2020-08-14
bitstamp,2020-08-14T07:25:31.959Z,ethusd,422.99,0.214,2020-08-14
bitstamp,2020-08-14T07:25:31.959Z,ethusd,423.01,4.72802061,2020-08-14
bitstamp,2020-08-14T07:25:33.637Z,ethusd,423.14,4.72802061,2020-08-14
bitstamp,2020-08-14T07:25:47.408Z,ethusd,423.16,6.74,2020-08-14
bitstamp,2020-08-14T07:25:57.355Z,ethusd,423.22,6.74,2020-08-14
bitstamp,2020-08-14T07:25:57.387Z,ethusd,423.23,12.94262735,2020-08-14
bitstamp,2020-08-14T07:25:57.410Z,ethusd,423.23,3.80343549,2020-08-14
bitstamp,2020-08-14T07:25:57.417Z,ethusd,423.23,2.33238664,2020-08-14
bitstamp,2020-08-14T07:25:57.419Z,ethusd,423.23,10.71349385,2020-08-14
bitstamp,2020-08-14T07:25:57.433Z,ethusd,423.23,6.79806772,2020-08-14
bitstamp,2020-08-14T07:25:57.441Z,ethusd,423.23,2.86467405,2020-08-14
bitstamp,2020-08-14T07:25:57.451Z,ethusd,423.23,3.07758902,2020-08-14
bitstamp,2020-08-14T07:25:57.473Z,ethusd,423.23,6.16832588,2020-08-14
bitstamp,2020-08-14T07:26:02.736Z,ethusd,423.25,0.656,2020-08-14
bitstamp,2020-08-14T07:26:26.960Z,ethusd,423.36,0.627,2020-08-14
bitstamp,2020-08-14T07:26:26.960Z,ethusd,423.36,4.724,2020-08-14
bitstamp,2020-08-14T07:26:37.455Z,ethusd,423.47,0.65,2020-08-14
bitstamp,2020-08-14T07:26:37.455Z,ethusd,423.48,1.51516397,2020-08-14
bitstamp,2020-08-14T07:27:00.509Z,ethusd,423.59,2.09316417,2020-08-14
bitstamp,2020-08-14T07:27:00.556Z,ethusd,423.59,2.63105928,2020-08-14
bitstamp,2020-08-14T07:27:12.213Z,ethusd,423.59,1.94022229,2020-08-14
bitstamp,2020-08-14T07:28:13.667Z,ethusd,423.78,4.7,2020-08-14
bitstamp,2020-08-14T07:28:13.731Z,ethusd,423.78,4.71820492,2020-08-14
bitstamp,2020-08-14T07:28:13.806Z,ethusd,423.78,3.48179508,2020-08-14
bitstamp,2020-08-14T07:28:22.297Z,ethusd,423.41,1.3273373,2020-08-14
bitstamp,2020-08-14T07:28:57.520Z,ethusd,423.94,0.358,2020-08-14
bitstamp,2020-08-14T07:28:57.520Z,ethusd,423.97,4.25748279,2020-08-14
bitstamp,2020-08-14T07:29:50.994Z,ethusd,423.69,1.30000503,2020-08-14
bitstamp,2020-08-14T07:29:50.999Z,ethusd,423.69,5.69999497,2020-08-14
bitstamp,2020-08-14T07:30:07.468Z,ethusd,424,4.6,2020-08-14
bitstamp,2020-08-14T07:30:07.468Z,ethusd,424.02,4.71675864,2020-08-14
bitstamp,2020-08-14T07:30:07.468Z,ethusd,424.11,8.58185209,2020-08-14
bitstamp,2020-08-14T07:30:20.345Z,ethusd,424.13,0.19706222,2020-08-14
bitstamp,2020-08-14T07:30:37.647Z,ethusd,424.15,7.24492181,2020-08-14
bitstamp,2020-08-14T07:30:37.647Z,ethusd,424.16,4.71698113,2020-08-14
bitstamp,2020-08-14T07:30:53.326Z,ethusd,424.27,4.71698113,2020-08-14
bitstamp,2020-08-14T07:30:53.326Z,ethusd,424.27,0.332,2020-08-14
bitstamp,2020-08-14T07:30:53.326Z,ethusd,424.35,3.21401887,2020-08-14
bitstamp,2020-08-14T07:30:56.762Z,ethusd,424.34,4.713,2020-08-14
bitstamp,2020-08-14T07:31:09.181Z,ethusd,424.26,10.967,2020-08-14
bitstamp,2020-08-14T07:31:10.427Z,ethusd,424.26,7.202e-05,2020-08-14
bitstamp,2020-08-14T07:31:12.264Z,ethusd,424.29,4.7137,2020-08-14
bitstamp,2020-08-14T07:31:14.185Z,ethusd,424.15,19.6,2020-08-14
bitstamp,2020-08-14T07:31:14.268Z,ethusd,424.12,23,2020-08-14
bitstamp,2020-08-14T07:31:14.798Z,ethusd,424.01,4,2020-08-14
bitstamp,2020-08-14T07:31:14.854Z,ethusd,424.01,4.70000042,2020-08-14
bitstamp,2020-08-14T07:31:14.857Z,ethusd,424.01,3.2839,2020-08-14
bitstamp,2020-08-14T07:31:14.902Z,ethusd,424.01,1.48866,2020-08-14
bitstamp,2020-08-14T07:31:14.932Z,ethusd,424.01,1.40143537,2020-08-14
bitstamp,2020-08-14T07:31:14.954Z,ethusd,424.01,0.56129536,2020-08-14
bitstamp,2020-08-14T07:31:17.379Z,ethusd,423.73,1.7772984,2020-08-14
bitstamp,2020-08-14T07:31:20.403Z,ethusd,424.11,3.29366281,2020-08-14
bitstamp,2020-08-14T07:31:21.206Z,ethusd,424.11,1.11883454,2020-08-14
bitstamp,2020-08-14T07:31:21.667Z,ethusd,424.11,0.49510164,2020-08-14
bitstamp,2020-08-14T07:31:27.877Z,ethusd,424.11,0.53293468,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.24,4.71431265,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.29,5.71e-05,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.34,17.703,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.35,8.26,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.37,5,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.38,0.311,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.43,5,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.43,23.604,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.43,2,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.47,11.68796917,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.49,0.275,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.49,4.71320167,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.51,6.74,2020-08-14
bitstamp,2020-08-14T07:31:27.950Z,ethusd,424.51,7.55561944,2020-08-14
bitstamp,2020-08-14T07:31:28.051Z,ethusd,424.47,0.36516125,2020-08-14
bitstamp,2020-08-14T07:31:30.142Z,ethusd,423.86,1.5,2020-08-14
bitstamp,2020-08-14T07:31:30.863Z,ethusd,423.86,1.5,2020-08-14
bitstamp,2020-08-14T07:31:32.292Z,ethusd,423.86,1.5,2020-08-14
bitstamp,2020-08-14T07:31:39.732Z,ethusd,424.33,4.71331275,2020-08-14
bitstamp,2020-08-14T07:31:39.732Z,ethusd,424.35,8.26,2020-08-14
bitstamp,2020-08-14T07:31:39.732Z,ethusd,424.43,5,2020-08-14
bitstamp,2020-08-14T07:31:39.732Z,ethusd,424.43,23.604,2020-08-14
bitstamp,2020-08-14T07:31:39.732Z,ethusd,424.44,17.699,2020-08-14
bitstamp,2020-08-14T07:31:39.732Z,ethusd,424.46,4.71186919,2020-08-14
bitstamp,2020-08-14T07:31:39.732Z,ethusd,424.47,2,2020-08-14
bitstamp,2020-08-14T07:31:39.732Z,ethusd,424.48,4.64476775,2020-08-14
bitstamp,2020-08-14T07:31:50.815Z,ethusd,423.79,5.421,2020-08-14
bitstamp,2020-08-14T07:31:52.282Z,ethusd,424.1,4.71586889,2020-08-14
bitstamp,2020-08-14T07:31:52.282Z,ethusd,424.11,5.87053114,2020-08-14
bitstamp,2020-08-14T07:31:53.257Z,ethusd,423.81,9.093,2020-08-14
bitstamp,2020-08-14T07:31:53.286Z,ethusd,423.81,20.907,2020-08-14
bitstamp,2020-08-14T07:31:53.286Z,ethusd,423.79,9.279,2020-08-14
bitstamp,2020-08-14T07:32:27.382Z,ethusd,423.57,2,2020-08-14
bitstamp,2020-08-14T07:32:27.382Z,ethusd,423.56,0.69175233,2020-08-14
bitstamp,2020-08-14T07:32:55.053Z,ethusd,423.98,30,2020-08-14
bitstamp,2020-08-14T07:32:55.053Z,ethusd,423.99,11.793,2020-08-14
bitstamp,2020-08-14T07:32:55.053Z,ethusd,424.01,3.207,2020-08-14
bitstamp,2020-08-14T07:33:09.518Z,ethusd,423.68,2.14254585,2020-08-14
bitstamp,2020-08-14T07:33:25.812Z,ethusd,423.69,5.76791725,2020-08-14
bitstamp,2020-08-14T07:33:25.990Z,ethusd,423.69,1.79290778,2020-08-14
bitstamp,2020-08-14T07:33:26.030Z,ethusd,423.69,1.24250499,2020-08-14
bitstamp,2020-08-14T07:33:26.111Z,ethusd,423.69,1.3109,2020-08-14
bitstamp,2020-08-14T07:33:26.619Z,ethusd,423.69,2.6511,2020-08-14
bitstamp,2020-08-14T07:33:26.857Z,ethusd,423.69,1.965e-05,2020-08-14
bitstamp,2020-08-14T07:35:38.500Z,ethusd,423.75,2,2020-08-14
bitstamp,2020-08-14T07:36:04.614Z,ethusd,423.75,28,2020-08-14
bitstamp,2020-08-14T07:36:04.614Z,ethusd,423.71,7,2020-08-14
bitstamp,2020-08-14T07:36:04.651Z,ethusd,424.01,0.555,2020-08-14
bitstamp,2020-08-14T07:36:04.651Z,ethusd,424.02,4.71675864,2020-08-14
bitstamp,2020-08-14T07:36:04.705Z,ethusd,424.08,11.788,2020-08-14
bitstamp,2020-08-14T07:36:04.705Z,ethusd,424.1,3.90328137,2020-08-14
bitstamp,2020-08-14T07:36:05.868Z,ethusd,424.12,0.644,2020-08-14
bitstamp,2020-08-14T07:36:11.937Z,ethusd,423.85,30,2020-08-14
bitstamp,2020-08-14T07:36:11.937Z,ethusd,423.84,5,2020-08-14
bitstamp,2020-08-14T07:36:19.079Z,ethusd,423.87,30,2020-08-14
bitstamp,2020-08-14T07:36:19.079Z,ethusd,423.8,5,2020-08-14
bitstamp,2020-08-14T07:36:21.792Z,ethusd,424.2,22.88150226,2020-08-14
bitstamp,2020-08-14T07:36:26.374Z,ethusd,423.82,30,2020-08-14
bitstamp,2020-08-14T07:36:26.374Z,ethusd,423.8,5,2020-08-14
bitstamp,2020-08-14T07:36:33.751Z,ethusd,423.84,10,2020-08-14
bitstamp,2020-08-14T07:36:37.934Z,ethusd,424.22,0.595,2020-08-14
bitstamp,2020-08-14T07:36:49.340Z,ethusd,424.17,4.08,2020-08-14
bitstamp,2020-08-14T07:36:51.753Z,ethusd,424.17,3.9,2020-08-14
bitstamp,2020-08-14T07:36:52.090Z,ethusd,424.33,0.831,2020-08-14
bitstamp,2020-08-14T07:36:52.090Z,ethusd,424.35,4.7130906,2020-08-14
bitstamp,2020-08-14T07:36:52.090Z,ethusd,424.44,0.695,2020-08-14
bitstamp,2020-08-14T07:36:52.090Z,ethusd,424.47,11.778,2020-08-14
bitstamp,2020-08-14T07:36:53.084Z,ethusd,424.49,3.691249,2020-08-14
bitstamp,2020-08-14T07:36:53.095Z,ethusd,424.23,5.52245256,2020-08-14
bitstamp,2020-08-14T07:36:54.367Z,ethusd,424.49,1.02228591,2020-08-14
bitstamp,2020-08-14T07:36:54.750Z,ethusd,424.23,1.39638015,2020-08-14
bitstamp,2020-08-14T07:37:07.853Z,ethusd,424.25,4.6733223,2020-08-14
bitstamp,2020-08-14T07:37:17.828Z,ethusd,424.55,0.602,2020-08-14
bitstamp,2020-08-14T07:37:17.828Z,ethusd,424.61,2.47431923,2020-08-14
bitstamp,2020-08-14T07:37:40.489Z,ethusd,424.66,0.08463396,2020-08-14
bitstamp,2020-08-14T07:37:42.447Z,ethusd,424.46,3.66185681,2020-08-14
bitstamp,2020-08-14T07:37:42.751Z,ethusd,424.66,4.62890095,2020-08-14
bitstamp,2020-08-14T07:37:42.751Z,ethusd,424.66,0.738,2020-08-14
bitstamp,2020-08-14T07:37:46.907Z,ethusd,424.76,4.70854129,2020-08-14
bitstamp,2020-08-14T07:37:47.380Z,ethusd,424.6,4.56888606,2020-08-14
bitstamp,2020-08-14T07:37:55.397Z,ethusd,424.6,1.41375328,2020-08-14
bitstamp,2020-08-14T07:38:03.830Z,ethusd,424.6,5.88181817,2020-08-14
bitstamp,2020-08-14T07:38:09.385Z,ethusd,424.44,2.73484173,2020-08-14
bitstamp,2020-08-14T07:38:09.843Z,ethusd,424.4,0.51277957,2020-08-14
bitstamp,2020-08-14T07:38:12.419Z,ethusd,424.4,1.48722043,2020-08-14
bitstamp,2020-08-14T07:38:38.317Z,ethusd,424.1,23.588,2020-08-14
bitstamp,2020-08-14T07:38:38.457Z,ethusd,424.1,23.588,2020-08-14
bitstamp,2020-08-14T07:38:38.737Z,ethusd,424.1,23.588,2020-08-14
bitstamp,2020-08-14T07:38:38.827Z,ethusd,424.1,9.507,2020-08-14
bitstamp,2020-08-14T07:38:38.827Z,ethusd,424.11,14.081,2020-08-14
bitstamp,2020-08-14T07:38:38.995Z,ethusd,424.11,23.589,2020-08-14
bitstamp,2020-08-14T07:38:39.173Z,ethusd,424.11,8.2358,2020-08-14
bitstamp,2020-08-14T07:38:52.224Z,ethusd,423.97,6.87885303,2020-08-14
bitstamp,2020-08-14T07:39:10.813Z,ethusd,424.16,11.782,2020-08-14
bitstamp,2020-08-14T07:39:10.813Z,ethusd,424.18,29.218,2020-08-14
bitstamp,2020-08-14T07:39:11.098Z,ethusd,424.18,66.209,2020-08-14
bitstamp,2020-08-14T07:39:11.098Z,ethusd,424.2,0.692,2020-08-14
bitstamp,2020-08-14T07:40:21.196Z,ethusd,423.93,8.04574865,2020-08-14
bitstamp,2020-08-14T07:40:34.487Z,ethusd,423.93,3.15425135,2020-08-14
bitstamp,2020-08-14T07:40:34.592Z,ethusd,423.83,3.00091366,2020-08-14
bitstamp,2020-08-14T07:40:36.550Z,ethusd,423.93,5.48800038,2020-08-14
bitstamp,2020-08-14T07:40:36.555Z,ethusd,423.93,2.19277922,2020-08-14
bitstamp,2020-08-14T07:40:36.557Z,ethusd,423.93,0.94257318,2020-08-14
bitstamp,2020-08-14T07:40:39.011Z,ethusd,423.7,15.974,2020-08-14
bitstamp,2020-08-14T07:40:39.162Z,ethusd,423.7,0.326,2020-08-14
bitstamp,2020-08-14T07:40:39.306Z,ethusd,423.63,4.65695204,2020-08-14
bitstamp,2020-08-14T07:41:12.289Z,ethusd,423.43,4.56999832,2020-08-14
bitstamp,2020-08-14T07:41:27.957Z,ethusd,423.6,60.422,2020-08-14
bitstamp,2020-08-14T07:41:27.957Z,ethusd,423.6,6.8211987,2020-08-14
bitstamp,2020-08-14T07:41:32.469Z,ethusd,423.6,4.10606448,2020-08-14
bitstamp,2020-08-14T07:41:34.955Z,ethusd,423.6,0.89684079,2020-08-14
bitstamp,2020-08-14T07:41:36.361Z,ethusd,423.51,3.81365971,2020-08-14
bitstamp,2020-08-14T07:41:36.398Z,ethusd,423.51,2.37566797,2020-08-14
bitstamp,2020-08-14T07:41:36.433Z,ethusd,423.51,0.81956201,2020-08-14
bitstamp,2020-08-14T07:41:38.173Z,ethusd,423.51,5.69654553,2020-08-14
bitstamp,2020-08-14T07:41:40.775Z,ethusd,423.51,3.69456478,2020-08-14
bitstamp,2020-08-14T07:42:09.206Z,ethusd,423.41,113.3046,2020-08-14
bitstamp,2020-08-14T07:42:44.484Z,ethusd,423.29,1.47,2020-08-14
bitstamp,2020-08-14T07:42:44.553Z,ethusd,423.29,0.03,2020-08-14
bitstamp,2020-08-14T07:43:13.675Z,ethusd,423.23,2.40227164,2020-08-14
bitstamp,2020-08-14T07:43:13.676Z,ethusd,423.23,5.86972836,2020-08-14
bitstamp,2020-08-14T07:43:13.751Z,ethusd,423.23,6.828,2020-08-14
bitstamp,2020-08-14T07:43:21.869Z,ethusd,422.89,5,2020-08-14
bitstamp,2020-08-14T07:43:29.096Z,ethusd,422.89,3.275,2020-08-14
bitstamp,2020-08-14T07:43:29.096Z,ethusd,422.89,2,2020-08-14
bitstamp,2020-08-14T07:43:29.096Z,ethusd,422.85,17.73,2020-08-14
bitstamp,2020-08-14T07:43:29.096Z,ethusd,422.82,11.985,2020-08-14
bitstamp,2020-08-14T07:43:32.278Z,ethusd,423.12,2.24514717,2020-08-14
bitstamp,2020-08-14T07:43:51.398Z,ethusd,423.09,34.34696348,2020-08-14
bitstamp,2020-08-14T07:43:51.422Z,ethusd,423.09,2.7300858,2020-08-14
bitstamp,2020-08-14T07:43:51.441Z,ethusd,423.09,3.25286819,2020-08-14
bitstamp,2020-08-14T07:43:51.454Z,ethusd,423.09,5.36336004,2020-08-14
bitstamp,2020-08-14T07:43:51.470Z,ethusd,423.09,41.159,2020-08-14
bitstamp,2020-08-14T07:43:51.485Z,ethusd,423.09,5.80112249,2020-08-14
bitstamp,2020-08-14T07:43:51.485Z,ethusd,423.09,12.0489796,2020-08-14
bitstamp,2020-08-14T07:43:51.576Z,ethusd,423.12,77.33625283,2020-08-14
bitstamp,2020-08-14T07:43:52.339Z,ethusd,423.21,0.28,2020-08-14
bitstamp,2020-08-14T07:43:52.501Z,ethusd,423.32,0.252,2020-08-14
bitstamp,2020-08-14T07:43:52.501Z,ethusd,423.33,76.658,2020-08-14
bitstamp,2020-08-14T07:43:52.627Z,ethusd,423.33,57.79,2020-08-14
bitstamp,2020-08-14T07:43:52.669Z,ethusd,423.33,2.02,2020-08-14
bitstamp,2020-08-14T07:43:52.852Z,ethusd,423.33,6.8238,2020-08-14
bitstamp,2020-08-14T07:43:53.059Z,ethusd,423.24,0.20571428,2020-08-14
