id,t,s,p,q,date
bitstamp,2020-08-14T10:16:14.561Z,xrpusd,0.2958,1350,2020-08-14
bitstamp,2020-08-14T10:16:14.756Z,xrpusd,0.2958,8650,2020-08-14
bitstamp,2020-08-14T10:16:18.928Z,xrpusd,0.29579,362.62240587,2020-08-14
bitstamp,2020-08-14T10:16:18.975Z,xrpusd,0.29579,748.09846607,2020-08-14
bitstamp,2020-08-14T10:16:22.012Z,xrpusd,0.29591,203.055,2020-08-14
bitstamp,2020-08-14T10:16:22.012Z,xrpusd,0.29591,10000,2020-08-14
bitstamp,2020-08-14T10:16:22.012Z,xrpusd,0.29593,17148.61237971,2020-08-14
bitstamp,2020-08-14T10:16:22.012Z,xrpusd,0.29594,2955.00822268,2020-08-14
bitstamp,2020-08-14T10:16:36.376Z,xrpusd,0.29579,9892.48214099,2020-08-14
bitstamp,2020-08-14T10:16:36.376Z,xrpusd,0.2957,107.51785901,2020-08-14
bitstamp,2020-08-14T10:16:50.090Z,xrpusd,0.29571,7380,2020-08-14
bitstamp,2020-08-14T10:16:50.090Z,xrpusd,0.29569,1350,2020-08-14
bitstamp,2020-08-14T10:16:50.090Z,xrpusd,0.29566,1270,2020-08-14
bitstamp,2020-08-14T10:17:00.605Z,xrpusd,0.29567,1350,2020-08-14
bitstamp,2020-08-14T10:17:00.605Z,xrpusd,0.29562,8650,2020-08-14
bitstamp,2020-08-14T10:17:10.027Z,xrpusd,0.29568,1350,2020-08-14
bitstamp,2020-08-14T10:17:10.027Z,xrpusd,0.29567,5057.73328372,2020-08-14
bitstamp,2020-08-14T10:17:10.027Z,xrpusd,0.29564,1000,2020-08-14
bitstamp,2020-08-14T10:17:10.027Z,xrpusd,0.29563,2592.26671628,2020-08-14
bitstamp,2020-08-14T10:17:18.528Z,xrpusd,0.2957,1350,2020-08-14
bitstamp,2020-08-14T10:17:18.528Z,xrpusd,0.29569,7470,2020-08-14
bitstamp,2020-08-14T10:17:18.528Z,xrpusd,0.29563,800,2020-08-14
bitstamp,2020-08-14T10:17:18.528Z,xrpusd,0.29561,380,2020-08-14
bitstamp,2020-08-14T10:17:24.732Z,xrpusd,0.29564,7418.785902,2020-08-14
bitstamp,2020-08-14T10:17:40.265Z,xrpusd,0.29543,216.44345029,2020-08-14
bitstamp,2020-08-14T10:18:01.239Z,xrpusd,0.29562,8640,2020-08-14
bitstamp,2020-08-14T10:18:01.239Z,xrpusd,0.2956,1350,2020-08-14
bitstamp,2020-08-14T10:18:01.239Z,xrpusd,0.29554,10,2020-08-14
bitstamp,2020-08-14T10:18:03.682Z,xrpusd,0.29573,18356.46965467,2020-08-14
bitstamp,2020-08-14T10:18:12.565Z,xrpusd,0.29561,1350,2020-08-14
bitstamp,2020-08-14T10:18:12.749Z,xrpusd,0.2956,8650,2020-08-14
bitstamp,2020-08-14T10:18:14.253Z,xrpusd,0.29583,725.78845958,2020-08-14
bitstamp,2020-08-14T10:18:19.408Z,xrpusd,0.29559,897.44788872,2020-08-14
bitstamp,2020-08-14T10:18:19.449Z,xrpusd,0.29559,364.25147751,2020-08-14
bitstamp,2020-08-14T10:18:19.485Z,xrpusd,0.29559,88.30063377,2020-08-14
bitstamp,2020-08-14T10:18:19.485Z,xrpusd,0.29555,277.95930578,2020-08-14
bitstamp,2020-08-14T10:18:21.605Z,xrpusd,0.29582,100,2020-08-14
bitstamp,2020-08-14T10:18:46.259Z,xrpusd,0.2953,12259.8,2020-08-14
bitstamp,2020-08-14T10:20:19.622Z,xrpusd,0.29519,356.58075148,2020-08-14
bitstamp,2020-08-14T10:20:19.662Z,xrpusd,0.29519,413.25128046,2020-08-14
bitstamp,2020-08-14T10:20:19.704Z,xrpusd,0.29519,896.31362112,2020-08-14
bitstamp,2020-08-14T10:20:27.568Z,xrpusd,0.29508,5083.36722,2020-08-14
bitstamp,2020-08-14T10:20:27.568Z,xrpusd,0.29506,8655.43289406,2020-08-14
bitstamp,2020-08-14T10:21:01.006Z,xrpusd,0.29505,196.44108412,2020-08-14
bitstamp,2020-08-14T10:21:10.962Z,xrpusd,0.29531,240.00000112,2020-08-14
bitstamp,2020-08-14T10:22:11.820Z,xrpusd,0.29506,7429.997979,2020-08-14
bitstamp,2020-08-14T10:22:18.407Z,xrpusd,0.29529,4053.94696738,2020-08-14
bitstamp,2020-08-14T10:22:19.628Z,xrpusd,0.29506,420.62425606,2020-08-14
bitstamp,2020-08-14T10:22:19.670Z,xrpusd,0.29506,427.2243999,2020-08-14
bitstamp,2020-08-14T10:22:19.707Z,xrpusd,0.29506,828.4404457,2020-08-14
bitstamp,2020-08-14T10:22:51.611Z,xrpusd,0.29529,229.078,2020-08-14
bitstamp,2020-08-14T10:23:00.316Z,xrpusd,0.29529,0.00092,2020-08-14
bitstamp,2020-08-14T10:23:02.627Z,xrpusd,0.29538,431.422,2020-08-14
bitstamp,2020-08-14T10:23:21.712Z,xrpusd,0.29541,22260.08304953,2020-08-14
bitstamp,2020-08-14T10:23:21.712Z,xrpusd,0.29542,479.358,2020-08-14
bitstamp,2020-08-14T10:23:21.712Z,xrpusd,0.29542,7619.7174395,2020-08-14
bitstamp,2020-08-14T10:23:22.626Z,xrpusd,0.2954,2032.871613,2020-08-14
bitstamp,2020-08-14T10:23:23.479Z,xrpusd,0.29524,229.078,2020-08-14
bitstamp,2020-08-14T10:23:31.185Z,xrpusd,0.29536,1375.67713976,2020-08-14
bitstamp,2020-08-14T10:23:53.534Z,xrpusd,0.29535,2000,2020-08-14
bitstamp,2020-08-14T10:24:20.522Z,xrpusd,0.2951,320.08767712,2020-08-14
bitstamp,2020-08-14T10:24:20.573Z,xrpusd,0.2951,866.18952138,2020-08-14
bitstamp,2020-08-14T10:24:22.335Z,xrpusd,0.2951,151.5906982,2020-08-14
bitstamp,2020-08-14T10:24:28.134Z,xrpusd,0.2951,250,2020-08-14
bitstamp,2020-08-14T10:24:32.297Z,xrpusd,0.2951,7994.3644627,2020-08-14
bitstamp,2020-08-14T10:24:32.297Z,xrpusd,0.29509,10080,2020-08-14
bitstamp,2020-08-14T10:24:32.297Z,xrpusd,0.29509,33856.7155,2020-08-14
bitstamp,2020-08-14T10:24:32.297Z,xrpusd,0.29509,1350,2020-08-14
bitstamp,2020-08-14T10:24:32.297Z,xrpusd,0.29507,96.5127923,2020-08-14
bitstamp,2020-08-14T10:24:58.009Z,xrpusd,0.29523,457.4841,2020-08-14
bitstamp,2020-08-14T10:25:22.485Z,xrpusd,0.29541,3424.66402626,2020-08-14
bitstamp,2020-08-14T10:25:28.309Z,xrpusd,0.29517,490.6611,2020-08-14
bitstamp,2020-08-14T10:25:58.321Z,xrpusd,0.29521,472.1899,2020-08-14
bitstamp,2020-08-14T10:26:20.641Z,xrpusd,0.29504,754.20370074,2020-08-14
bitstamp,2020-08-14T10:26:20.679Z,xrpusd,0.29504,391.11755821,2020-08-14
bitstamp,2020-08-14T10:26:20.719Z,xrpusd,0.29504,388.88554491,2020-08-14
bitstamp,2020-08-14T10:27:42.969Z,xrpusd,0.29455,225.5932439,2020-08-14
bitstamp,2020-08-14T10:27:43.086Z,xrpusd,0.29455,700,2020-08-14
bitstamp,2020-08-14T10:28:02.688Z,xrpusd,0.29496,6091.893623,2020-08-14
bitstamp,2020-08-14T10:28:20.791Z,xrpusd,0.29474,360.59888646,2020-08-14
bitstamp,2020-08-14T10:28:20.837Z,xrpusd,0.29474,1032.03821303,2020-08-14
bitstamp,2020-08-14T10:28:28.581Z,xrpusd,0.29478,10000,2020-08-14
bitstamp,2020-08-14T10:28:28.581Z,xrpusd,0.29478,400,2020-08-14
bitstamp,2020-08-14T10:28:28.581Z,xrpusd,0.29477,13579.71327,2020-08-14
bitstamp,2020-08-14T10:29:41.982Z,xrpusd,0.29475,2000,2020-08-14
bitstamp,2020-08-14T10:30:09.723Z,xrpusd,0.29429,7449.185137,2020-08-14
bitstamp,2020-08-14T10:30:17.506Z,xrpusd,0.2946,4063.44195519,2020-08-14
bitstamp,2020-08-14T10:30:21.636Z,xrpusd,0.29431,786.91025991,2020-08-14
bitstamp,2020-08-14T10:30:21.675Z,xrpusd,0.29431,441.57920205,2020-08-14
bitstamp,2020-08-14T10:30:21.721Z,xrpusd,0.29431,344.18917881,2020-08-14
bitstamp,2020-08-14T10:30:46.478Z,xrpusd,0.29484,10000,2020-08-14
bitstamp,2020-08-14T10:30:46.478Z,xrpusd,0.29485,13915.3467865,2020-08-14
bitstamp,2020-08-14T10:31:04.454Z,xrpusd,0.29464,222.9609813,2020-08-14
bitstamp,2020-08-14T10:31:25.009Z,xrpusd,0.29481,10000,2020-08-14
bitstamp,2020-08-14T10:31:25.009Z,xrpusd,0.29482,20420.52777966,2020-08-14
bitstamp,2020-08-14T10:32:04.116Z,xrpusd,0.29471,3350.95517627,2020-08-14
bitstamp,2020-08-14T10:32:22.959Z,xrpusd,0.29441,385.17458281,2020-08-14
bitstamp,2020-08-14T10:32:22.997Z,xrpusd,0.29441,931.34982474,2020-08-14
bitstamp,2020-08-14T10:33:17.402Z,xrpusd,0.29436,3105.844015,2020-08-14
bitstamp,2020-08-14T10:33:37.160Z,xrpusd,0.29459,1048.13469567,2020-08-14
bitstamp,2020-08-14T10:33:52.216Z,xrpusd,0.29418,10000,2020-08-14
bitstamp,2020-08-14T10:33:52.216Z,xrpusd,0.29414,23555.06568181,2020-08-14
bitstamp,2020-08-14T10:33:52.216Z,xrpusd,0.29413,4291.97044119,2020-08-14
bitstamp,2020-08-14T10:34:23.254Z,xrpusd,0.29412,1042.37483922,2020-08-14
bitstamp,2020-08-14T10:34:23.305Z,xrpusd,0.29412,389.20849614,2020-08-14
bitstamp,2020-08-14T10:34:23.350Z,xrpusd,0.29412,438.17180558,2020-08-14
bitstamp,2020-08-14T10:34:25.546Z,xrpusd,0.29412,206.57590635,2020-08-14
bitstamp,2020-08-14T10:35:02.597Z,xrpusd,0.29428,10000,2020-08-14
bitstamp,2020-08-14T10:35:02.597Z,xrpusd,0.29433,6835.205146,2020-08-14
bitstamp,2020-08-14T10:35:08.649Z,xrpusd,0.29418,1350,2020-08-14
bitstamp,2020-08-14T10:35:08.711Z,xrpusd,0.29418,1650,2020-08-14
bitstamp,2020-08-14T10:35:09.024Z,xrpusd,0.29442,310.684,2020-08-14
bitstamp,2020-08-14T10:35:09.278Z,xrpusd,0.29446,420.337,2020-08-14
bitstamp,2020-08-14T10:35:09.624Z,xrpusd,0.29443,34950,2020-08-14
bitstamp,2020-08-14T10:35:09.624Z,xrpusd,0.29442,1350,2020-08-14
bitstamp,2020-08-14T10:35:09.624Z,xrpusd,0.29441,400,2020-08-14
bitstamp,2020-08-14T10:35:09.676Z,xrpusd,0.29441,30000,2020-08-14
bitstamp,2020-08-14T10:35:09.765Z,xrpusd,0.29441,38851,2020-08-14
bitstamp,2020-08-14T10:35:09.907Z,xrpusd,0.2945,317.994,2020-08-14
bitstamp,2020-08-14T10:35:11.315Z,xrpusd,0.29454,293.7246,2020-08-14
bitstamp,2020-08-14T10:35:12.964Z,xrpusd,0.29454,5.9944,2020-08-14
bitstamp,2020-08-14T10:35:12.964Z,xrpusd,0.29458,427.648,2020-08-14
bitstamp,2020-08-14T10:35:12.964Z,xrpusd,0.29462,376.476,2020-08-14
bitstamp,2020-08-14T10:35:34.001Z,xrpusd,0.29453,1000,2020-08-14
bitstamp,2020-08-14T10:35:37.788Z,xrpusd,0.29466,416.682,2020-08-14
bitstamp,2020-08-14T10:35:37.788Z,xrpusd,0.2947,354.545,2020-08-14
bitstamp,2020-08-14T10:35:37.788Z,xrpusd,0.29471,250.20964,2020-08-14
bitstamp,2020-08-14T10:35:37.788Z,xrpusd,0.2948,14458.411692,2020-08-14
bitstamp,2020-08-14T10:36:23.324Z,xrpusd,0.29459,398.1389147,2020-08-14
bitstamp,2020-08-14T10:36:23.373Z,xrpusd,0.2946,748.13167529,2020-08-14
bitstamp,2020-08-14T10:36:23.416Z,xrpusd,0.29461,362.91052535,2020-08-14
bitstamp,2020-08-14T10:36:48.819Z,xrpusd,0.29506,310.684,2020-08-14
bitstamp,2020-08-14T10:36:52.198Z,xrpusd,0.29506,100.90595632,2020-08-14
bitstamp,2020-08-14T10:37:27.777Z,xrpusd,0.295,2585.29980657,2020-08-14
bitstamp,2020-08-14T10:37:46.710Z,xrpusd,0.29485,188.50424596,2020-08-14
bitstamp,2020-08-14T10:38:03Z,xrpusd,0.2951,250,2020-08-14
bitstamp,2020-08-14T10:38:06.443Z,xrpusd,0.2951,250,2020-08-14
bitstamp,2020-08-14T10:38:07.549Z,xrpusd,0.2951,248.999955,2020-08-14
bitstamp,2020-08-14T10:38:18.007Z,xrpusd,0.29541,4052.30019295,2020-08-14
bitstamp,2020-08-14T10:38:24.023Z,xrpusd,0.29511,354.77450771,2020-08-14
bitstamp,2020-08-14T10:38:24.119Z,xrpusd,0.29511,1064.65947424,2020-08-14
bitstamp,2020-08-14T10:38:24.183Z,xrpusd,0.29511,334.64746572,2020-08-14
bitstamp,2020-08-14T10:38:52.387Z,xrpusd,0.29536,1000,2020-08-14
bitstamp,2020-08-14T10:39:26.371Z,xrpusd,0.29553,273.47656539,2020-08-14
bitstamp,2020-08-14T10:39:28.007Z,xrpusd,0.29568,10000,2020-08-14
bitstamp,2020-08-14T10:39:28.007Z,xrpusd,0.29568,400,2020-08-14
bitstamp,2020-08-14T10:39:28.007Z,xrpusd,0.29569,7493.61578021,2020-08-14
bitstamp,2020-08-14T10:39:28.007Z,xrpusd,0.2957,12368.74995433,2020-08-14
bitstamp,2020-08-14T10:39:28.007Z,xrpusd,0.29573,68.24261473,2020-08-14
bitstamp,2020-08-14T10:39:32.364Z,xrpusd,0.29553,7426.3043,2020-08-14
bitstamp,2020-08-14T10:39:45.419Z,xrpusd,0.29535,7433.189148,2020-08-14
bitstamp,2020-08-14T10:40:23.531Z,xrpusd,0.29527,326.16941456,2020-08-14
bitstamp,2020-08-14T10:40:23.600Z,xrpusd,0.29527,899.74336856,2020-08-14
bitstamp,2020-08-14T10:40:23.639Z,xrpusd,0.29527,454.95013762,2020-08-14
bitstamp,2020-08-14T10:40:27.475Z,xrpusd,0.29527,7229.13707926,2020-08-14
bitstamp,2020-08-14T10:40:27.475Z,xrpusd,0.29519,5676.41253763,2020-08-14
bitstamp,2020-08-14T10:40:31.019Z,xrpusd,0.29517,250,2020-08-14
bitstamp,2020-08-14T10:40:48.869Z,xrpusd,0.29525,8100,2020-08-14
bitstamp,2020-08-14T10:41:01.814Z,xrpusd,0.29507,415.2792,2020-08-14
bitstamp,2020-08-14T10:41:07.881Z,xrpusd,0.29499,180.39049667,2020-08-14
bitstamp,2020-08-14T10:41:26.955Z,xrpusd,0.29503,2194.5691447,2020-08-14
bitstamp,2020-08-14T10:41:51.337Z,xrpusd,0.2951,499.45748594,2020-08-14
bitstamp,2020-08-14T10:42:03.303Z,xrpusd,0.29558,139.75911766,2020-08-14
bitstamp,2020-08-14T10:42:03.779Z,xrpusd,0.29559,155.75628404,2020-08-14
bitstamp,2020-08-14T10:42:04.281Z,xrpusd,0.29559,139.75438952,2020-08-14
bitstamp,2020-08-14T10:42:04.782Z,xrpusd,0.29559,163.74031597,2020-08-14
bitstamp,2020-08-14T10:42:05.382Z,xrpusd,0.29553,159.78073292,2020-08-14
bitstamp,2020-08-14T10:42:05.877Z,xrpusd,0.29553,163.77355936,2020-08-14
bitstamp,2020-08-14T10:42:06.471Z,xrpusd,0.29553,143.77558961,2020-08-14
bitstamp,2020-08-14T10:42:07.083Z,xrpusd,0.29553,111.79914052,2020-08-14
bitstamp,2020-08-14T10:42:07.579Z,xrpusd,0.29553,139.78276317,2020-08-14
bitstamp,2020-08-14T10:42:08.083Z,xrpusd,0.29553,143.77558961,2020-08-14
bitstamp,2020-08-14T10:42:09.798Z,xrpusd,0.29553,115.79196697,2020-08-14
bitstamp,2020-08-14T10:42:10.279Z,xrpusd,0.29553,147.73457855,2020-08-14
bitstamp,2020-08-14T10:42:10.876Z,xrpusd,0.29553,139.74892565,2020-08-14
bitstamp,2020-08-14T10:42:11.381Z,xrpusd,0.29553,123.81145738,2020-08-14
bitstamp,2020-08-14T10:42:11.880Z,xrpusd,0.29553,115.82580448,2020-08-14
bitstamp,2020-08-14T10:42:12.382Z,xrpusd,0.29553,171.86072479,2020-08-14
bitstamp,2020-08-14T10:42:12.976Z,xrpusd,0.29553,135.75609921,2020-08-14
bitstamp,2020-08-14T10:42:13.475Z,xrpusd,0.29553,167.7325483,2020-08-14
bitstamp,2020-08-14T10:42:13.978Z,xrpusd,0.29554,119.78074033,2020-08-14
bitstamp,2020-08-14T10:42:14.576Z,xrpusd,0.29554,163.73418149,2020-08-14
bitstamp,2020-08-14T10:42:15.081Z,xrpusd,0.29554,0.71461818,2020-08-14
bitstamp,2020-08-14T10:42:15.081Z,xrpusd,0.29554,143.05610659,2020-08-14
bitstamp,2020-08-14T10:42:20.005Z,xrpusd,0.29559,111.7764471,2020-08-14
bitstamp,2020-08-14T10:42:20.370Z,xrpusd,0.29559,111.7764471,2020-08-14
bitstamp,2020-08-14T10:42:21.790Z,xrpusd,0.29559,123.78632565,2020-08-14
bitstamp,2020-08-14T10:42:22.267Z,xrpusd,0.29559,119.79430968,2020-08-14
bitstamp,2020-08-14T10:42:23.747Z,xrpusd,0.29534,400.17300218,2020-08-14
bitstamp,2020-08-14T10:42:23.790Z,xrpusd,0.29534,389.85332379,2020-08-14
bitstamp,2020-08-14T10:42:23.836Z,xrpusd,0.29534,559.97367403,2020-08-14
bitstamp,2020-08-14T10:42:23.836Z,xrpusd,0.29534,265.60569196,2020-08-14
bitstamp,2020-08-14T10:42:23.891Z,xrpusd,0.29559,127.77834162,2020-08-14
bitstamp,2020-08-14T10:42:25.893Z,xrpusd,0.29559,131.73652694,2020-08-14
bitstamp,2020-08-14T10:42:26.057Z,xrpusd,0.29559,143.74640549,2020-08-14
bitstamp,2020-08-14T10:42:26.368Z,xrpusd,0.29559,127.77834162,2020-08-14
bitstamp,2020-08-14T10:42:29.202Z,xrpusd,0.29538,324,2020-08-14
bitstamp,2020-08-14T10:42:37.408Z,xrpusd,0.2955,1350,2020-08-14
bitstamp,2020-08-14T10:42:37.408Z,xrpusd,0.29549,3155.527486,2020-08-14
bitstamp,2020-08-14T10:42:50.333Z,xrpusd,0.29566,10000,2020-08-14
bitstamp,2020-08-14T10:42:53.122Z,xrpusd,0.29573,250,2020-08-14
bitstamp,2020-08-14T10:42:53.854Z,xrpusd,0.29574,250,2020-08-14
bitstamp,2020-08-14T10:43:06.990Z,xrpusd,0.29581,10000,2020-08-14
bitstamp,2020-08-14T10:43:17.978Z,xrpusd,0.2957,10000,2020-08-14
bitstamp,2020-08-14T10:43:29.022Z,xrpusd,0.2957,10000,2020-08-14
bitstamp,2020-08-14T10:44:00.441Z,xrpusd,0.29578,500,2020-08-14
bitstamp,2020-08-14T10:44:07.654Z,xrpusd,0.29578,8140,2020-08-14
bitstamp,2020-08-14T10:44:07.654Z,xrpusd,0.29573,1860,2020-08-14
bitstamp,2020-08-14T10:44:23.934Z,xrpusd,0.29568,364.32997509,2020-08-14
bitstamp,2020-08-14T10:44:24.018Z,xrpusd,0.29568,413.01011119,2020-08-14
bitstamp,2020-08-14T10:44:24.059Z,xrpusd,0.29568,983.8532647,2020-08-14
bitstamp,2020-08-14T10:44:28.992Z,xrpusd,0.29568,164.01147287,2020-08-14
bitstamp,2020-08-14T10:44:30.124Z,xrpusd,0.29561,3735.205,2020-08-14
bitstamp,2020-08-14T10:44:30.444Z,xrpusd,0.29561,4679.1943,2020-08-14
bitstamp,2020-08-14T10:44:39.015Z,xrpusd,0.29572,168.23346408,2020-08-14
bitstamp,2020-08-14T10:45:19.310Z,xrpusd,0.29588,4045.86318777,2020-08-14
bitstamp,2020-08-14T10:45:53.271Z,xrpusd,0.29589,30128.59508601,2020-08-14
bitstamp,2020-08-14T10:45:58.036Z,xrpusd,0.29574,1350,2020-08-14
bitstamp,2020-08-14T10:45:58.036Z,xrpusd,0.29573,8650,2020-08-14
bitstamp,2020-08-14T10:46:13.560Z,xrpusd,0.29575,8730,2020-08-14
bitstamp,2020-08-14T10:46:24.066Z,xrpusd,0.29556,311.93838668,2020-08-14
bitstamp,2020-08-14T10:46:24.114Z,xrpusd,0.29556,756.31920188,2020-08-14
bitstamp,2020-08-14T10:46:24.163Z,xrpusd,0.29556,420.66424842,2020-08-14
bitstamp,2020-08-14T10:47:21.808Z,xrpusd,0.29575,10000,2020-08-14
bitstamp,2020-08-14T10:47:21.808Z,xrpusd,0.29576,8328.24833239,2020-08-14
bitstamp,2020-08-14T10:47:21.808Z,xrpusd,0.29576,400,2020-08-14
bitstamp,2020-08-14T10:47:21.808Z,xrpusd,0.29577,10000,2020-08-14
bitstamp,2020-08-14T10:47:21.808Z,xrpusd,0.29577,89.212,2020-08-14
bitstamp,2020-08-14T10:47:21.808Z,xrpusd,0.29577,1505.99127691,2020-08-14
bitstamp,2020-08-14T10:47:52.412Z,xrpusd,0.29551,168.78602802,2020-08-14
bitstamp,2020-08-14T10:47:52.665Z,xrpusd,0.29574,10000,2020-08-14
bitstamp,2020-08-14T10:48:23.220Z,xrpusd,0.29557,7419.693786,2020-08-14
bitstamp,2020-08-14T10:48:24.339Z,xrpusd,0.29556,325.86977376,2020-08-14
bitstamp,2020-08-14T10:48:24.386Z,xrpusd,0.29556,326.94677814,2020-08-14
bitstamp,2020-08-14T10:48:24.434Z,xrpusd,0.29556,939.07174227,2020-08-14
bitstamp,2020-08-14T10:48:52.800Z,xrpusd,0.29558,100,2020-08-14
bitstamp,2020-08-14T10:49:28.064Z,xrpusd,0.29557,7325.07149977,2020-08-14
bitstamp,2020-08-14T10:49:28.064Z,xrpusd,0.29556,12971.11613485,2020-08-14
bitstamp,2020-08-14T10:49:28.064Z,xrpusd,0.29555,3609.07845538,2020-08-14
bitstamp,2020-08-14T10:49:37.401Z,xrpusd,0.29555,6560.92154462,2020-08-14
bitstamp,2020-08-14T10:49:37.401Z,xrpusd,0.29554,7447.61270075,2020-08-14
bitstamp,2020-08-14T10:49:37.401Z,xrpusd,0.29549,7838.53133586,2020-08-14
bitstamp,2020-08-14T10:49:37.401Z,xrpusd,0.29548,9834.86754977,2020-08-14
bitstamp,2020-08-14T10:50:17.111Z,xrpusd,0.29576,4047.50473356,2020-08-14
bitstamp,2020-08-14T10:50:24.390Z,xrpusd,0.29547,304.86406821,2020-08-14
bitstamp,2020-08-14T10:50:24.431Z,xrpusd,0.29547,1061.34987493,2020-08-14
bitstamp,2020-08-14T10:50:24.485Z,xrpusd,0.29547,445.87021912,2020-08-14
bitstamp,2020-08-14T10:50:38.896Z,xrpusd,0.29547,7497,2020-08-14
bitstamp,2020-08-14T10:50:38.917Z,xrpusd,0.29547,153,2020-08-14
bitstamp,2020-08-14T10:51:14.339Z,xrpusd,0.29526,211.81223525,2020-08-14
bitstamp,2020-08-14T10:51:22.617Z,xrpusd,0.29553,2969.379835,2020-08-14
bitstamp,2020-08-14T10:51:26.872Z,xrpusd,0.29553,150,2020-08-14
bitstamp,2020-08-14T10:51:28.220Z,xrpusd,0.29532,206.09725511,2020-08-14
bitstamp,2020-08-14T10:51:42.475Z,xrpusd,0.29553,2798.30644514,2020-08-14
bitstamp,2020-08-14T10:51:47.046Z,xrpusd,0.29553,1447.14449749,2020-08-14
bitstamp,2020-08-14T10:51:47.046Z,xrpusd,0.29553,1573.0850557,2020-08-14
bitstamp,2020-08-14T10:52:24.457Z,xrpusd,0.29532,398.28653229,2020-08-14
bitstamp,2020-08-14T10:52:24.511Z,xrpusd,0.29532,321.68392719,2020-08-14
bitstamp,2020-08-14T10:52:24.547Z,xrpusd,0.29532,747.07108682,2020-08-14
bitstamp,2020-08-14T10:52:25.403Z,xrpusd,0.29532,494.81441304,2020-08-14
bitstamp,2020-08-14T10:52:28.565Z,xrpusd,0.29532,7832.04678555,2020-08-14
bitstamp,2020-08-14T10:52:28.565Z,xrpusd,0.29531,7654.76035029,2020-08-14
bitstamp,2020-08-14T10:52:28.565Z,xrpusd,0.2953,7648.60427187,2020-08-14
bitstamp,2020-08-14T10:52:28.565Z,xrpusd,0.29529,795.23709429,2020-08-14
bitstamp,2020-08-14T10:52:33.724Z,xrpusd,0.29533,10000,2020-08-14
bitstamp,2020-08-14T10:52:33.724Z,xrpusd,0.29529,2898.73091654,2020-08-14
bitstamp,2020-08-14T10:52:34.913Z,xrpusd,0.2953,367.4633,2020-08-14
bitstamp,2020-08-14T10:52:35.631Z,xrpusd,0.2953,500,2020-08-14
bitstamp,2020-08-14T10:53:04.928Z,xrpusd,0.29543,250,2020-08-14
bitstamp,2020-08-14T10:53:07.398Z,xrpusd,0.29543,2066.386178,2020-08-14
bitstamp,2020-08-14T10:53:13.323Z,xrpusd,0.29563,295.84,2020-08-14
bitstamp,2020-08-14T10:53:17.866Z,xrpusd,0.29563,5e-05,2020-08-14
bitstamp,2020-08-14T10:53:27.405Z,xrpusd,0.29558,295.84,2020-08-14
bitstamp,2020-08-14T10:54:01.868Z,xrpusd,0.29574,2024.34570906,2020-08-14
bitstamp,2020-08-14T10:54:17.783Z,xrpusd,0.29588,2633.729305,2020-08-14
bitstamp,2020-08-14T10:54:21.509Z,xrpusd,0.29588,4880.78875797,2020-08-14
bitstamp,2020-08-14T10:54:21.509Z,xrpusd,0.29592,10000,2020-08-14
bitstamp,2020-08-14T10:54:21.509Z,xrpusd,0.29594,7044.99177732,2020-08-14
bitstamp,2020-08-14T10:54:21.509Z,xrpusd,0.29596,7649.19987214,2020-08-14
bitstamp,2020-08-14T10:54:21.509Z,xrpusd,0.29597,731.15573049,2020-08-14
bitstamp,2020-08-14T10:54:24.501Z,xrpusd,0.29571,353.24292991,2020-08-14
bitstamp,2020-08-14T10:54:24.542Z,xrpusd,0.29571,957.60486394,2020-08-14
bitstamp,2020-08-14T10:54:24.591Z,xrpusd,0.29571,418.48027573,2020-08-14
bitstamp,2020-08-14T10:54:27.500Z,xrpusd,0.29597,5000,2020-08-14
bitstamp,2020-08-14T10:54:35.577Z,xrpusd,0.29575,211.73214527,2020-08-14
bitstamp,2020-08-14T10:54:38.947Z,xrpusd,0.29597,69268.844,2020-08-14
bitstamp,2020-08-14T10:54:39.949Z,xrpusd,0.29597,0.00026951,2020-08-14
bitstamp,2020-08-14T10:54:39.949Z,xrpusd,0.29599,999.99973049,2020-08-14
bitstamp,2020-08-14T10:54:42.968Z,xrpusd,0.29606,7429.79573049,2020-08-14
bitstamp,2020-08-14T10:54:45.526Z,xrpusd,0.29608,30000,2020-08-14
bitstamp,2020-08-14T10:54:45.564Z,xrpusd,0.2961,726.10604525,2020-08-14
bitstamp,2020-08-14T10:54:48.373Z,xrpusd,0.2961,994.08983451,2020-08-14
bitstamp,2020-08-14T10:54:50.126Z,xrpusd,0.2961,18279.804,2020-08-14
bitstamp,2020-08-14T10:54:53.817Z,xrpusd,0.2961,0.00012024,2020-08-14
bitstamp,2020-08-14T10:54:53.817Z,xrpusd,0.29623,2919.9334164,2020-08-14
bitstamp,2020-08-14T10:55:02.180Z,xrpusd,0.29623,2667.23848154,2020-08-14
bitstamp,2020-08-14T10:55:09.501Z,xrpusd,0.29623,1600.33899704,2020-08-14
bitstamp,2020-08-14T10:55:09.501Z,xrpusd,0.29628,2846.22630504,2020-08-14
bitstamp,2020-08-14T10:55:13.257Z,xrpusd,0.29625,5464.2517915,2020-08-14
bitstamp,2020-08-14T10:55:25.912Z,xrpusd,0.29605,7417.012177,2020-08-14
bitstamp,2020-08-14T10:55:34.137Z,xrpusd,0.29631,3249.67095271,2020-08-14
bitstamp,2020-08-14T10:55:36.950Z,xrpusd,0.29606,448.6405,2020-08-14
